NseSymbol,Symbol,InstrumentToken,ExchangeToken,Name,InstrumentType,Segment,Exchange
LODHA,LODHA,824321,3220,MACROTECH DEVELOPERS,EQ,NSE,NSE
LOKESHMACH,LOKESHMACH,3439617,13436,LOKESH MACHINES,EQ,NSE,NSE
LOTUSEYE,LOTUSEYE,4302593,16807,LOTUS EYE HOSP & INST L,EQ,NSE,NSE
LOVABLE,LOVABLE,5738241,22415,LOVABLE LINGERIE,EQ,NSE,NSE
LPDC,LPDC,4316929,16863,LANDMARK PR.DEV.CO.LTD,EQ,NSE,NSE
LSIL,LSIL,4557057,17801,LLOYDS STEELS IND..,EQ,NSE,NSE
LT,LT,2939649,11483,LARSEN & TOUBRO.,EQ,NSE,NSE
LTI,LTI,4561409,17818,L&T INFOTECH,EQ,NSE,NSE
LTTS,LTTS,4752385,18564,L&T TECHNOLOGY SER..,EQ,NSE,NSE
LUMAXIND,LUMAXIND,516609,2018,LUMAX INDUSTRIES,EQ,NSE,NSE
LUMAXTECH,LUMAXTECH,3587585,14014,LUMAX AUTO TECH,EQ,NSE,NSE
LUPIN,LUPIN,2672641,10440,LUPIN,EQ,NSE,NSE
LUXIND,LUXIND,2893057,11301,LUX INDUSTRIES,EQ,NSE,NSE
LXCHEM,LXCHEM,727297,2841,LAXMI ORGANIC INDUS,EQ,NSE,NSE
LYKALABS,LYKALABS,519169,2028,LYKA LABS,EQ,NSE,NSE
LYPSAGEMS,LYPSAGEMS,8055809,31468,LYPSA GEMS & JEWEL,EQ,NSE,NSE
M&M,M&M,519937,2031,MAHINDRA & MAHINDRA,EQ,NSE,NSE
M&MFIN,M&MFIN,3400961,13285,M&M FIN. SERVICES,EQ,NSE,NSE
MAANALU,MAANALU,3844353,15017,MAAN ALUMINIUM,EQ,NSE,NSE
MACPOWER,MACPOWER,5720833,22347,MACPOWER CNC MACHINES,EQ,NSE,NSE
MADHAV,MADHAV,3878657,15151,MADHAV MARBLE & GRANITE,EQ,NSE,NSE
MADHUCON,MADHUCON,3499777,13671,MADHUCON PROJECTS.,EQ,NSE,NSE
MADRASFERT,MADRASFERT,1257217,4911,MADRAS FERTILISERS,EQ,NSE,NSE
MAGADSUGAR,MAGADSUGAR,5476353,21392,MAGADH SUGAR & ENERGY,EQ,NSE,NSE
MAGNUM,MAGNUM,3828993,14957,MAGNUM VENTURES.,EQ,NSE,NSE
MAHABANK,MAHABANK,2912513,11377,BANK OF MAHARASHTRA,EQ,NSE,NSE
MAHAPEXLTD,MAHAPEXLTD-BE,2221825,8679,MAHA RASHTRA APEX COPR. L,EQ,NSE,NSE
MAHASTEEL,MAHASTEEL,4486913,17527,MAHAMAYA STEEL INDS,EQ,NSE,NSE
MAHEPC,MAHEPC,4506369,17603,MAHINDRA EPC IRRIG,EQ,NSE,NSE
MAHESHWARI,MAHESHWARI,2451457,9576,MAHESHWARI LOGISTICS.,EQ,NSE,NSE
MAHINDCIE,MAHINDCIE,3823873,14937,MAHINDRA CIE AUTO,EQ,NSE,NSE
MAHLIFE,MAHLIFE,2060801,8050,MAHINDRA LIFESPACE DEVLTD,EQ,NSE,NSE
MAHLOG,MAHLOG,98561,385,MAHINDRA LOGISTIC,EQ,NSE,NSE
MAHSCOOTER,MAHSCOOTER,533761,2085,MAHARASHTRA SCOOTERS,EQ,NSE,NSE
MAHSEAMLES,MAHSEAMLES,534529,2088,MAHARASHTRA SEAMLESS,EQ,NSE,NSE
MAITHANALL,MAITHANALL,6281729,24538,MAITHAN ALLOYS,EQ,NSE,NSE
MALUPAPER,MALUPAPER,3418113,13352,MALU PAPER MILLS,EQ,NSE,NSE
MANAKALUCO,MANAKALUCO,1899521,7420,MANAK ALUMINIUM CO..,EQ,NSE,NSE
MANAKCOAT,MANAKCOAT,1897729,7413,MAN COAT METAL & IND,EQ,NSE,NSE
MANAKSIA,MANAKSIA,3890945,15199,MANAKSIA.,EQ,NSE,NSE
MANAKSTEEL,MANAKSTEEL,1910529,7463,MANAKSIA STEELS,EQ,NSE,NSE
MANALIPETC,MANALIPETC,3531777,13796,MANALI PETROCHEMICALS LT,EQ,NSE,NSE
MANAPPURAM,MANAPPURAM,4879617,19061,MANAPPURAM FINANCE,EQ,NSE,NSE
MANGALAM,MANGALAM,3025153,11817,MANGALAM DRUG & CHEM,EQ,NSE,NSE
MANGCHEFER,MANGCHEFER,3841793,15007,MANG.CHEM.FERT.LTD,EQ,NSE,NSE
MANGLMCEM,MANGLMCEM,539137,2106,MANGALAM CEMENT,EQ,NSE,NSE
MANGTIMBER,MANGTIMBER,539905,2109,MANGALAM TIMBER PRODUCTS,EQ,NSE,NSE
MANINDS,MANINDS,3042305,11884,MAN INDUSTRIES (I).,EQ,NSE,NSE
MANINFRA,MANINFRA,4665857,18226,MAN INFRA,EQ,NSE,NSE
MANUGRAPH,MANUGRAPH,3474433,13572,MANUGRAPH INDIA,EQ,NSE,NSE
MARALOVER,MARALOVER,540673,2112,MARAL OVERSEAS,EQ,NSE,NSE
MARATHON,MARATHON,4776705,18659,MARATHON NXTGEN REALT,EQ,NSE,NSE
MARICO,MARICO,1041153,4067,MARICO,EQ,NSE,NSE
MARINE,MARINE,339969,1328,MARINE ELECTRICAL (I),EQ,NSE,NSE
MARKSANS,MARKSANS,2708225,10579,MARKSANS PHARMA,EQ,NSE,NSE
MARUTI,MARUTI,2815745,10999,MARUTI SUZUKI INDIA.,EQ,NSE,NSE
MASFIN,MASFIN,50945,199,MAS FINANCIAL SERV,EQ,NSE,NSE
MASKINVEST,MASKINVEST-BE,4795137,18731,MASK INVESTMENTS,EQ,NSE,NSE
MASTEK,MASTEK,543745,2124,MASTEK,EQ,NSE,NSE
MATRIMONY,MATRIMONY,5561857,21726,MATRIMONY.COM,EQ,NSE,NSE
MAWANASUG,MAWANASUG,4357633,17022,MAWANA SUGARS,EQ,NSE,NSE
MAXHEALTH,MAXHEALTH,5728513,22377,MAX HEALTHCARE INS,EQ,NSE,NSE
MAXIND,MAXIND,5741569,22428,MAX INDIA,EQ,NSE,NSE
MAXVIL,MAXVIL,4471809,17468,MAX VENTURES AND INDS,EQ,NSE,NSE
MAYURUNIQ,MAYURUNIQ,7399937,28906,MAYUR UNIQUOTERS,EQ,NSE,NSE
MAZDA,MAZDA,4829697,18866,MAZDA,EQ,NSE,NSE
MAZDOCK,MAZDOCK,130305,509,MAZAGON DOCK SHIPBUIL,EQ,NSE,NSE
MBAPL,MBAPL,3247617,12686,MADHYA BHARAT AGRO P.,EQ,NSE,NSE
MBECL,MBECL-BE,3503873,13687,MCNALLY BH. ENG. CO.LTD,EQ,NSE,NSE
MBLINFRA,MBLINFRA,4615425,18029,MBL INFRASTRUCTURES,EQ,NSE,NSE
MCDHOLDING,MCDHOLDING-BE,3754241,14665,MCDOWELL HOLDINGS.,EQ,NSE,NSE
MCDOWELL-N,MCDOWELL-N,2674433,10447,UNITED SPIRITS,EQ,NSE,NSE
MCL,MCL,5724161,22360,MADHAV COPPER,EQ,NSE,NSE
MCLEODRUSS,MCLEODRUSS,3057409,11943,MCLEOD RUSSEL INDIA.,EQ,NSE,NSE
MCX,MCX,7982337,31181,MULTI COMMODITY EXCHANGE,EQ,NSE,NSE
MEDICAMEQ,MEDICAMEQ,1607169,6278,MEDICAMEN BIOTECH,EQ,NSE,NSE
MEGASOFT,MEGASOFT,3787009,14793,MEGASOFT,EQ,NSE,NSE
MELSTAR,MELSTAR-BZ,4595201,17950,,EQ,NSE,NSE
MENONBE,MENONBE,1782017,6961,MENON BEARINGS,EQ,NSE,NSE
MEP,MEP-BE,2247425,8779,MEP INFRA. DEVELOPERS,EQ,NSE,NSE
MERCATOR,MERCATOR,3040257,11876,MERCATOR,EQ,NSE,NSE
METALFORGE,METALFORGE-BZ,841985,3289,,EQ,NSE,NSE
METROPOLIS,METROPOLIS,2452737,9581,METROPOLIS HEALTHCARE,EQ,NSE,NSE
MFL,MFL,1377793,5382,MEGHMANI FINECHEM,EQ,NSE,NSE
MFSL,MFSL,548353,2142,MAX FINANCIAL SERV,EQ,NSE,NSE
MGEL,MGEL,407809,1593,MANGALAM GLOBAL ENT,EQ,NSE,NSE
MGL,MGL,4488705,17534,MAHANAGAR GAS.,EQ,NSE,NSE
MHRIL,MHRIL,4437249,17333,MAHINDRA HOLIDAYS,EQ,NSE,NSE
MIDHANI,MIDHANI,630529,2463,MISHRA DHATU NIGAM,EQ,NSE,NSE
MINDACORP,MINDACORP,6629633,25897,MINDA CORPORATION,EQ,NSE,NSE
MINDAIND,MINDAIND,3623425,14154,MINDA INDUSTRIES.,EQ,NSE,NSE
MINDTECK,MINDTECK,4620545,18049,MINDTECK (INDIA),EQ,NSE,NSE
MINDTREE,MINDTREE,3675137,14356,MINDTREE,EQ,NSE,NSE
MIRCELECTR,MIRCELECTR,563713,2202,MIRC ELECTRONICS,EQ,NSE,NSE
MIRZAINT,MIRZAINT,1124865,4394,MIRZA INTERNATIONAL LIMIT,EQ,NSE,NSE
MITTAL,MITTAL,4751873,18562,MITTAL LIFE STYLE,EQ,NSE,NSE
MMFL,MMFL,3544065,13844,MM FORGINGS,EQ,NSE,NSE
MMP,MMP,4197121,16395,MMP INDUSTRIES,EQ,NSE,NSE
MMTC,MMTC,4596993,17957,MMTC,EQ,NSE,NSE
MODIRUBBER,MODIRUBBER-BE,1775105,6934,MODI RUBBER,EQ,NSE,NSE
MODISNME,MODISNME,848897,3316,MODISON METALS,EQ,NSE,NSE
MOHITIND,MOHITIND,7532289,29423,MOHIT INDUSTRIES,EQ,NSE,NSE
MOHOTAIND,MOHOTAIND,1029889,4023,MOHOTA INDUSTRIES,EQ,NSE,NSE
MOIL,MOIL,5332481,20830,MOIL,EQ,NSE,NSE
MOKSH,MOKSH,918017,3586,MOKSH ORNAMENTS,EQ,NSE,NSE
MOL,MOL,1380865,5394,MEGHMANI ORGANICS,EQ,NSE,NSE
MOLDTECH,MOLDTECH,4512001,17625,MOLD-TEK TECHNOLOGIES,EQ,NSE,NSE
MOLDTKPAC,MOLDTKPAC,1718529,6713,MOLD-TEK PACKAGING,EQ,NSE,NSE
MONTECARLO,MONTECARLO,1520129,5938,MONTE CARLO FASHIONS.,EQ,NSE,NSE
MORARJEE,MORARJEE,7392513,28877,MORARJEE TEXTILES,EQ,NSE,NSE
MOREPENLAB,MOREPENLAB,578305,2259,MOREPEN LAB.,EQ,NSE,NSE
MOTHERSUMI,MOTHERSUMI,1076225,4204,MOTHERSON SUMI SYSTEMS LT,EQ,NSE,NSE
MOTILALOFS,MOTILALOFS,3826433,14947,MOTILAL OSWAL FIN,EQ,NSE,NSE
MOTOGENFIN,MOTOGENFIN,580609,2268,MOTOR & GENERAL FINANCE L,EQ,NSE,NSE
MPHASIS,MPHASIS,1152769,4503,MPHASIS,EQ,NSE,NSE
MPSLTD,MPSLTD,2707969,10578,MPS,EQ,NSE,NSE
MRF,MRF,582913,2277,MRF,EQ,NSE,NSE
MRO-TEK,MRO-TEK,2303489,8998,MRO-TEK REALTY,EQ,NSE,NSE
MRPL,MRPL,584449,2283,MRPL,EQ,NSE,NSE
MSPL,MSPL,3051265,11919,MSP STEEL & POWER.,EQ,NSE,NSE
MSTCLTD,MSTCLTD,2395137,9356,MSTC,EQ,NSE,NSE
MTARTECH,MTARTECH,693505,2709,MTAR TECHNOLOGIES,EQ,NSE,NSE
MTEDUCARE,MTEDUCARE,8040705,31409,MT EDUCARE,EQ,NSE,NSE
MTNL,MTNL,587265,2294,MAHANAGAR TELEPHONE NIGAM,EQ,NSE,NSE
MUKANDLTD,MUKANDLTD,2899201,11325,MUKAND.,EQ,NSE,NSE
MUKTAARTS,MUKTAARTS,2223873,8687,MUKTA ARTS,EQ,NSE,NSE
MUNJALAU,MUNJALAU,3458817,13511,MUNJAL AUTO IND..,EQ,NSE,NSE
MUNJALSHOW,MUNJALSHOW,590593,2307,MUNJAL SHOWA,EQ,NSE,NSE
MURUDCERA,MURUDCERA,592129,2313,MURUDESHWAR CERAMICS,EQ,NSE,NSE
MUTHOOTCAP,MUTHOOTCAP,2666241,10415,MUTHOOT CAP SERV,EQ,NSE,NSE
MUTHOOTFIN,MUTHOOTFIN,6054401,23650,MUTHOOT FINANCE,EQ,NSE,NSE
NACLIND,NACLIND,5228801,20425,NACL INDUSTRIES,EQ,NSE,NSE
NAGAFERT,NAGAFERT,4427521,17295,NAGARJUN FERT AND CHE,EQ,NSE,NSE
NAGREEKCAP,NAGREEKCAP,3825153,14942,NAGREEKA CAP & INFR.LTD,EQ,NSE,NSE
NAGREEKEXP,NAGREEKEXP,3763713,14702,NAGREEKA EXPORTS.,EQ,NSE,NSE
NAHARCAP,NAHARCAP,3932161,15360,NAHAR CAP & FIN.,EQ,NSE,NSE
NAHARINDUS,NAHARINDUS,3355137,13106,NAHAR INDS ENT,EQ,NSE,NSE
NAHARPOLY,NAHARPOLY,3697921,14445,NAHAR POLY FILMS,EQ,NSE,NSE
NAHARSPING,NAHARSPING,3696641,14440,NAHAR SPINNING MILLS.,EQ,NSE,NSE
NAM-INDIA,NAM-INDIA,91393,357,NIPPON L I A M,EQ,NSE,NSE
NATCOPHARM,NATCOPHARM,1003009,3918,NATCO PHARMA.,EQ,NSE,NSE
NATHBIOGEN,NATHBIOGEN,2832641,11065,NATH BIO-GENES (I),EQ,NSE,NSE
NATIONALUM,NATIONALUM,1629185,6364,NATIONAL ALUMINIUM CO,EQ,NSE,NSE
NAUKRI,NAUKRI,3520257,13751,INFO EDGE (I),EQ,NSE,NSE
NAVINFLUOR,NAVINFLUOR,3756033,14672,NAVIN FLUORINE INT.,EQ,NSE,NSE
NAVKARCORP,NAVKARCORP,2702593,10557,NAVKAR CORPORATION.,EQ,NSE,NSE
NAVNETEDUL,NAVNETEDUL,610561,2385,NAVNEET EDUCATION,EQ,NSE,NSE
NAZARA,NAZARA-BE,765953,2992,NAZARA TECHNOLOGIES,EQ,NSE,NSE
NBCC,NBCC,8042241,31415,NBCC (INDIA),EQ,NSE,NSE
NBIFIN,NBIFIN,4892417,19111,N.B.I. IND. FIN. CO.,EQ,NSE,NSE
NBVENTURES,NBVENTURES,1027585,4014,NAVA BHARAT VENTURES LIMI,EQ,NSE,NSE
NCC,NCC,593665,2319,NCC,EQ,NSE,NSE
NCLIND,NCLIND,3709441,14490,NCL INDUSTRIES,EQ,NSE,NSE
NDGL,NDGL,4702977,18371,NAGA DHUNSERI GROUP,EQ,NSE,NSE
NDL,NDL,8002049,31258,NANDAN DENIM,EQ,NSE,NSE
NDRAUTO,NDRAUTO,5697281,22255,NDR AUTO COMPONENTS,EQ,NSE,NSE
NDTV,NDTV,2925313,11427,NDTV,EQ,NSE,NSE
NECCLTD,NECCLTD,3461633,13522,NORTH EAST CARRY CORP,EQ,NSE,NSE
NECLIFE,NECLIFE,3053313,11927,NECTAR LIFESCIENCES.,EQ,NSE,NSE
NELCAST,NELCAST,3778817,14761,NELCAST,EQ,NSE,NSE
NELCO,NELCO-BE,2175233,8497,NELCO,EQ,NSE,NSE
NEOGEN,NEOGEN,2538753,9917,NEOGEN CHEMICALS,EQ,NSE,NSE
NESCO,NESCO,3944705,15409,NESCO.,EQ,NSE,NSE
NESTLEIND,NESTLEIND,4598529,17963,NESTLE INDIA,EQ,NSE,NSE
NETWORK18,NETWORK18,3612417,14111,NETWORK18 MEDIA & INV,EQ,NSE,NSE
NEULANDLAB,NEULANDLAB,615937,2406,NEULAND LAB.,EQ,NSE,NSE
NEWGEN,NEWGEN,297985,1164,NEWGEN SOFTWARE TECH,EQ,NSE,NSE
NEXTMEDIA,NEXTMEDIA,2525953,9867,NEXT MEDIAWORKS,EQ,NSE,NSE
NFL,NFL,3564801,13925,NATIONAL FERT.,EQ,NSE,NSE
NGIL,NGIL-BE,1383425,5404,NAKODA GROUP OF IND.,EQ,NSE,NSE
NH,NH,3031041,11840,NARAYANA HRUDAYALAYA.,EQ,NSE,NSE
NHPC,NHPC,4454401,17400,NHPC,EQ,NSE,NSE
NIACL,NIACL,102145,399,THE NEW INDIA ASSU CO,EQ,NSE,NSE
NIBL,NIBL,7611649,29733,NRB INDUS. BEARINGS.,EQ,NSE,NSE
NIITLTD,NIITLTD,2949633,11522,NIIT,EQ,NSE,NSE
NILAINFRA,NILAINFRA-BE,2369793,9257,NILA INFRASTRUCTURES,EQ,NSE,NSE
NILASPACES,NILASPACES,1897217,7411,NILA SPACES,EQ,NSE,NSE
NILKAMAL,NILKAMAL,619777,2421,NILKAMAL,EQ,NSE,NSE
NIPPOBATRY,NIPPOBATRY,1736193,6782,INDO-NATIONAL,EQ,NSE,NSE
NIRAJ,NIRAJ,65281,255,NIRAJ CEMENT STRUC,EQ,NSE,NSE
NIRAJISPAT,NIRAJISPAT-BE,4824065,18844,NIRAJ ISPAT IND,EQ,NSE,NSE
NITCO,NITCO,3404801,13300,NITCO,EQ,NSE,NSE
NITINFIRE,NITINFIRE-BZ,3409921,13320,,EQ,NSE,NSE
NITINSPIN,NITINSPIN-BE,3373569,13178,NITIN SPINNERS,EQ,NSE,NSE
NITIRAJ,NITIRAJ,831233,3247,NITIRAJ ENGINEERS,EQ,NSE,NSE
NKIND,NKIND,624385,2439,NK INDUSTRIES,EQ,NSE,NSE
NLCINDIA,NLCINDIA,2197761,8585,NLC INDIA,EQ,NSE,NSE
NMDC,NMDC,3924993,15332,NMDC.,EQ,NSE,NSE
NOCIL,NOCIL,625153,2442,NOCIL,EQ,NSE,NSE
NOIDATOLL,NOIDATOLL,2761217,10786,NOIDA TOLL BRIDGE CO,EQ,NSE,NSE
NORBTEAEXP,NORBTEAEXP,1064961,4160,NORBEN TEA & EXPORTS,EQ,NSE,NSE
NOVARTIND,NOVARTIND,2305793,9007,NOVARTIS INDIA,EQ,NSE,NSE
NRAIL,NRAIL,5200385,20314,N R AGARWAL INDS,EQ,NSE,NSE
NRBBEARING,NRBBEARING,1933569,7553,NRB BEARING,EQ,NSE,NSE
NSIL,NSIL,2877185,11239,NALWA SONS INVESTMENT,EQ,NSE,NSE
NTL,NTL,7820801,30550,NEUEON TOWERS,EQ,NSE,NSE
NTPC,NTPC,2977281,11630,NTPC,EQ,NSE,NSE
NUCLEUS,NUCLEUS,2762497,10791,NUCLEUS SOFTWARE EXPORTS,EQ,NSE,NSE
NURECA,NURECA,601601,2350,NURECA,EQ,NSE,NSE
NUVOCO,NUVOCO,1389057,5426,NUVOCO VISTAS CORP,EQ,NSE,NSE
NXTDIGITAL,NXTDIGITAL,3724033,14547,NXTDIGITAL,EQ,NSE,NSE
OAL,OAL,2756609,10768,ORIENTAL AROMATICS,EQ,NSE,NSE
OBEROIRLTY,OBEROIRLTY,5181953,20242,OBEROI REALTY,EQ,NSE,NSE
OCCL,OCCL,3131137,12231,ORIENTAL CARBN & CHEM,EQ,NSE,NSE
OFSS,OFSS,2748929,10738,ORACLE FIN SERV SOFT.,EQ,NSE,NSE
OIL,OIL,4464129,17438,OIL INDIA,EQ,NSE,NSE
OILCOUNTUB,OILCOUNTUB-BE,2075905,8109,OIL COUNTRY TUBULAR.,EQ,NSE,NSE
OLECTRA,OLECTRA-BE,2981121,11645,OLECTRA GREENTECH,EQ,NSE,NSE
OMAXAUTO,OMAXAUTO,2796033,10922,OMAX AUTOS,EQ,NSE,NSE
OMAXE,OMAXE,3802369,14853,OMAXE,EQ,NSE,NSE
OMINFRAL,OMINFRAL,6203137,24231,OM INFRA,EQ,NSE,NSE
OMKARCHEM,OMKARCHEM-BE,5507841,21515,OMKAR SPL CHEM,EQ,NSE,NSE
ONELIFECAP,ONELIFECAP,6525953,25492,ONELIFE CAP ADVISORS,EQ,NSE,NSE
ONEPOINT,ONEPOINT,2544385,9939,ONE POINT ONE SOL,EQ,NSE,NSE
ONGC,ONGC,633601,2475,OIL AND NATURAL GAS CORP.,EQ,NSE,NSE
ONMOBILE,ONMOBILE,3911169,15278,ONMOBILE GLOBAL.,EQ,NSE,NSE
ONWARDTEC,ONWARDTEC,635137,2481,ONWARD TECHNOLOGIES,EQ,NSE,NSE
OPTIEMUS,OPTIEMUS,5496065,21469,OPTIEMUS INFRACOM,EQ,NSE,NSE
OPTOCIRCUI,OPTOCIRCUI-BZ,1482497,5791,,EQ,NSE,NSE
ORBTEXP,ORBTEXP,8057601,31475,ORBIT EXPORTS,EQ,NSE,NSE
ORCHPHARMA,ORCHPHARMA-BE,237825,929,ORCHID PHARMA,EQ,NSE,NSE
ORICONENT,ORICONENT,2600705,10159,ORICON ENTERPRISES,EQ,NSE,NSE
ORIENTABRA,ORIENTABRA,3356417,13111,ORIENT ABRASIVE,EQ,NSE,NSE
ORIENTALTL,ORIENTALTL,3672577,14346,ORIENTAL TRIMEX,EQ,NSE,NSE
ORIENTBELL,ORIENTBELL,3655169,14278,ORIENT BELL,EQ,NSE,NSE
ORIENTCEM,ORIENTCEM,7702785,30089,ORIENT CEMENT.,EQ,NSE,NSE
ORIENTELEC,ORIENTELEC,760833,2972,ORIENT ELECTRIC,EQ,NSE,NSE
ORIENTHOT,ORIENTHOT,638209,2493,ORIENT HOTELS,EQ,NSE,NSE
ORIENTLTD,ORIENTLTD,4661249,18208,ORIENT PRESS,EQ,NSE,NSE
ORIENTPPR,ORIENTPPR,638977,2496,ORIENT PAPER AND INDS,EQ,NSE,NSE
ORISSAMINE,ORISSAMINE,5102337,19931,ORISSA MIN DEV CO,EQ,NSE,NSE
ORTEL,ORTEL-BZ,3410177,13321,,EQ,NSE,NSE
ORTINLAB,ORTINLAB,762625,2979,ORTIN LABORATORIES,EQ,NSE,NSE
OSWALAGRO,OSWALAGRO,643585,2514,OSWAL AGRO MILLS,EQ,NSE,NSE
PAEL,PAEL-BZ,427009,1668,,EQ,NSE,NSE
PAGEIND,PAGEIND,3689729,14413,PAGE INDUSTRIES,EQ,NSE,NSE
PAISALO,PAISALO,6519809,25468,PAISALO DIGITAL,EQ,NSE,NSE
PALASHSECU,PALASHSECU,5474049,21383,PALASH SECURITIES,EQ,NSE,NSE
PALREDTEC,PALREDTEC,4367873,17062,PALRED TECHNOLOGIES,EQ,NSE,NSE
PANACEABIO,PANACEABIO,1038081,4055,PANACEA BIOTEC,EQ,NSE,NSE
PANACHE,PANACHE,4170753,16292,PANACHE DIGILIFE,EQ,NSE,NSE
PANAMAPET,PANAMAPET,6500353,25392,PANAMA PETROCHEM,EQ,NSE,NSE
PANSARI,PANSARI,1572097,6141,PANSARI DEVELOPERS,EQ,NSE,NSE
PAR,PAR,1441537,5631,PAR DRUGS AND CHEM,EQ,NSE,NSE
PARACABLES,PARACABLES,3571457,13951,PARAMOUNT COMM,EQ,NSE,NSE
PARAGMILK,PARAGMILK,4385281,17130,PARAG MILK FOODS.,EQ,NSE,NSE
PARAS,PARAS,1513217,5911,PARAS DEF AND SPCE TECH L,EQ,NSE,NSE
PARSVNATH,PARSVNATH,3530497,13791,PARSVNATH DEVELOPER,EQ,NSE,NSE
PASUPTAC,PASUPTAC,1547521,6045,PASUPATI ACRYLON,EQ,NSE,NSE
PATELENG,PATELENG,2994945,11699,PATEL ENGINEERING.,EQ,NSE,NSE
PATINTLOG,PATINTLOG,3896065,15219,PATEL INT. LOG.,EQ,NSE,NSE
PATSPINLTD,PATSPINLTD,662785,2589,PATSPIN INDIA,EQ,NSE,NSE
PBAINFRA,PBAINFRA,3342081,13055,PBA INFRASTRUCTURE.,EQ,NSE,NSE
PCJEWELLER,PCJEWELLER,7455745,29124,PC JEWELLER,EQ,NSE,NSE
PDMJEPAPER,PDMJEPAPER,3936513,15377,PUDUMJEE PAPER PRO.,EQ,NSE,NSE
PDSMFL,PDSMFL,1347585,5264,PDS MULTINATIONAL FAS,EQ,NSE,NSE
PEARLPOLY,PEARLPOLY,668161,2610,PEARL POLYMERS,EQ,NSE,NSE
PEL,PEL,617473,2412,PIRAMAL ENTERPRISES,EQ,NSE,NSE
PENIND,PENIND,5278977,20621,PENNAR INDUSTRIES,EQ,NSE,NSE
PENINLAND,PENINLAND,577537,2256,PENINSULA LAND,EQ,NSE,NSE
PERSISTENT,PERSISTENT,4701441,18365,PERSISTENT SYSTEMS,EQ,NSE,NSE
PETRONET,PETRONET,2905857,11351,PETRONET LNG,EQ,NSE,NSE
PFC,PFC,3660545,14299,POWER FIN CORP.,EQ,NSE,NSE
PFIZER,PFIZER,676609,2643,PFIZER,EQ,NSE,NSE
PFOCUS,PFOCUS,3454977,13496,PRIME FOCUS,EQ,NSE,NSE
PFS,PFS,5786113,22602,PTC INDIA FIN SERV,EQ,NSE,NSE
PGEL,PGEL,6491649,25358,PG ELECTROPLAST,EQ,NSE,NSE
PGHH,PGHH,648961,2535,P&G HYGIENE & HEALTH CARE,EQ,NSE,NSE
PGHL,PGHL,240641,940,PROCTER & GAMBLE HEALTH L,EQ,NSE,NSE
PGIL,PGIL,3650561,14260,PEARL GLOBAL IND,EQ,NSE,NSE
PHILIPCARB,PHILIPCARB,678145,2649,PHILIPS CARBON BLACK,EQ,NSE,NSE
PHOENIXLTD,PHOENIXLTD,3725313,14552,THE PHOENIX MILLS,EQ,NSE,NSE
PIDILITIND,PIDILITIND,681985,2664,PIDILITE INDUSTRIES,EQ,NSE,NSE
PIIND,PIIND,6191105,24184,PI INDUSTRIES,EQ,NSE,NSE
PILANIINVS,PILANIINVS,2929921,11445,PILANI INV & IND COR,EQ,NSE,NSE
PILITA,PILITA,7893761,30835,PIL ITALICA LIFESTYLE,EQ,NSE,NSE
PIONDIST,PIONDIST,4861953,18992,PIONEER DIST,EQ,NSE,NSE
PIONEEREMB,PIONEEREMB,3446529,13463,PIONEER EMBROIDERIES,EQ,NSE,NSE
PITTIENG,PITTIENG,3618305,14134,PITTI ENGINEERING,EQ,NSE,NSE
PKTEA,PKTEA-BE,2641409,10318,THE P K TEA PROD CO,EQ,NSE,NSE
PLASTIBLEN,PLASTIBLEN,3563521,13920,PLASTIBLENDS INDIA,EQ,NSE,NSE
PNB,PNB,2730497,10666,PUNJAB NATIONAL BANK,EQ,NSE,NSE
PNBGILTS,PNBGILTS,2236417,8736,PNB GILTS,EQ,NSE,NSE
PNBHOUSING,PNBHOUSING,4840449,18908,PNB HOUSING FIN.,EQ,NSE,NSE
PNC,PNC,2391553,9342,PRITISH NANDY COMMUNICATI,EQ,NSE,NSE
PNCINFRA,PNCINFRA,2402561,9385,PNC INFRATECH.,EQ,NSE,NSE
PODDARHOUS,PODDARHOUS,5234177,20446,PODDAR HOUSE & DVPT,EQ,NSE,NSE
PODDARMENT,PODDARMENT,4873217,19036,PODDAR PIGMENTS,EQ,NSE,NSE
POKARNA,POKARNA,4518657,17651,POKARNA,EQ,NSE,NSE
POLYCAB,POLYCAB,2455041,9590,POLYCAB INDIA,EQ,NSE,NSE
POLYMED,POLYMED,6583809,25718,POLY MEDICURE,EQ,NSE,NSE
POLYPLEX,POLYPLEX,687873,2687,POLYPLEX CORPORATION,EQ,NSE,NSE
PONNIERODE,PONNIERODE,2729217,10661,PONNIE SUGARS (ERODE),EQ,NSE,NSE
POONAWALLA,POONAWALLA,2919169,11403,POONAWALLA FINCORP,EQ,NSE,NSE
POWERGRID,POWERGRID,3834113,14977,POWER GRID CORP..,EQ,NSE,NSE
POWERINDIA,POWERINDIA,4724993,18457,ABB POWER PRO N SYS IND L,EQ,NSE,NSE
POWERMECH,POWERMECH,2681089,10473,POWER MECH PROJECTS.,EQ,NSE,NSE
PPAP,PPAP,3893505,15209,PPAP AUTOMOTIVE,EQ,NSE,NSE
PPL,PPL,2636033,10297,PRAKASH PIPES,EQ,NSE,NSE
PRAENG,PRAENG,3568897,13941,PRAJAY ENG. SYN..,EQ,NSE,NSE
PRAJIND,PRAJIND-BE,1262337,4931,PRAJ INDUST.,EQ,NSE,NSE
